random_ID,surf_ID,age_category,sex,ethnicity,highest_qualification,weekly_hours,weekly_income
9279,1,25,M,european/pakeha,school,41,890
9280,1,25,M,maori,vocational/trade,45,600
9281,1,35,M,european/pakeha,bachelor or higher,40,1390
9282,1,30,F,european/pakeha,no qual,41,550
9283,1,35,F,european/pakeha,no qual,2,70
9284,1,45,F,european/pakeha,vocational/trade,35,570
9285,1,35,F,european/pakeha,vocational/trade,24,550
9286,1,50,F,european/pakeha,vocational/trade,7,260
9287,1,35,F,european/pakeha,post-school,43,450
9288,1,50,M,european/pakeha,school,40,410
9289,1,35,F,maori,vocational/trade,18,310
9290,1,55,M,european/pakeha,no qual,19,210
9291,1,25,M,european/pakeha,vocational/trade,40,520
9292,1,30,M,maori,school,38,1020
9293,1,35,F,other,vocational/trade,55,510
9294,1,35,F,pacific,school,16,360
9295,1,35,F,european/pakeha,vocational/trade,20,330
9296,1,30,F,european/pakeha,vocational/trade,18,230
9297,1,55,F,european/pakeha,no qual,4,180
9298,1,25,F,european/pakeha,school,39,650
9299,1,50,F,european/pakeha,no qual,26,280
9300,1,55,M,european/pakeha,no qual,37,730
9301,1,45,M,european/pakeha,post-school,38,840
9302,1,25,M,european/pakeha,school,43,660
9303,1,35,M,european/pakeha,bachelor or higher,31,1080
9304,1,60,M,european/pakeha,post-school,38,740
9305,1,40,F,european/pakeha,bachelor or higher,8,510
9306,1,30,F,european/pakeha,bachelor or higher,40,800
9307,1,50,M,european/pakeha,vocational/trade,33,820
9308,1,35,M,other,vocational/trade,60,970
9309,1,35,F,european/pakeha,school,34,720
9310,1,35,F,european/pakeha,bachelor or higher,40,470
9311,1,50,M,european/pakeha,bachelor or higher,38,4130
9312,1,35,M,european/pakeha,bachelor or higher,31,3390
9313,1,45,F,maori combination,vocational/trade,25,260
9314,1,45,M,european/pakeha,vocational/trade,40,1020
9315,1,35,F,pacific,vocational/trade,34,500
9316,1,30,M,maori,bachelor or higher,17,140
9317,1,55,M,other,school,35,400
9318,1,40,F,european/pakeha,vocational/trade,46,880
9319,1,45,F,european/pakeha,vocational/trade,16,180
9320,1,30,F,european/pakeha,no qual,17,500
9321,1,55,M,european/pakeha,vocational/trade,42,690
9322,1,50,F,maori,school,25,600
9323,1,60,M,european/pakeha,vocational/trade,50,1030
9324,1,30,M,european/pakeha,school,45,650
9325,1,45,M,european/pakeha,vocational/trade,31,1950
9326,1,35,F,european/pakeha,vocational/trade,40,850
9327,1,45,M,european/pakeha,vocational/trade,53,1040
9328,1,35,F,other,no qual,94,700
9329,1,45,M,european/pakeha,school,41,680
9330,1,35,F,european/pakeha,vocational/trade,40,460
9331,1,35,M,european/pakeha,vocational/trade,40,490
9332,1,55,F,european/pakeha,vocational/trade,40,730
9333,1,30,M,european/pakeha,bachelor or higher,40,800
9334,1,35,F,european/pakeha,vocational/trade,20,150
9335,1,35,M,european/pakeha,vocational/trade,40,650
9336,1,45,M,european/pakeha,no qual,65,1320
9337,1,25,F,european/pakeha,bachelor or higher,48,1530
9338,1,35,M,european/pakeha,vocational/trade,40,830
9339,1,30,F,european/pakeha,vocational/trade,40,930
9340,1,55,F,european/pakeha,vocational/trade,12,180
9341,1,40,F,other,school,10,60
9342,1,35,M,european/pakeha,vocational/trade,39,1110
9343,1,45,F,european/pakeha,vocational/trade,24,790
9344,1,30,F,pacific,school,33,570
9345,1,50,F,european/pakeha,no qual,36,1020
9346,1,45,F,maori,school,25,500
9347,1,35,F,european/pakeha,vocational/trade,15,160
9348,1,60,F,european/pakeha,no qual,36,630
9349,1,30,F,european/pakeha,bachelor or higher,40,830
9350,1,25,M,european/pakeha,school,19,220
9351,1,55,M,european/pakeha,vocational/trade,45,1820
9352,1,40,M,european/pakeha,vocational/trade,50,800
9353,1,55,F,european/pakeha,vocational/trade,40,700
9354,1,60,M,european/pakeha,vocational/trade,40,740
9355,1,35,M,european/pakeha,school,50,640
9356,1,35,M,maori combination,vocational/trade,52,780
9357,1,45,M,european/pakeha,school,58,600
9358,1,40,M,european/pakeha,bachelor or higher,55,1390
9359,1,50,F,european/pakeha,vocational/trade,50,940
9360,1,55,M,pacific,school,41,520
9361,1,30,F,non-maori combination,no qual,8,200
9362,1,35,F,european/pakeha,school,35,770
9363,1,30,M,maori,vocational/trade,51,820
9364,1,50,F,european/pakeha,vocational/trade,16,500
9365,1,35,F,european/pakeha,vocational/trade,50,1010
9366,1,35,M,european/pakeha,post-school,29,840
9367,1,30,M,european/pakeha,vocational/trade,46,800
9368,1,25,M,european/pakeha,no qual,60,920
9369,1,55,M,pacific,school,25,440
9370,1,55,F,maori,school,15,200
9371,1,50,M,european/pakeha,vocational/trade,45,740
9372,1,45,M,european/pakeha,vocational/trade,37,1480
9373,1,35,M,european/pakeha,bachelor or higher,50,1040
9374,1,40,F,european/pakeha,bachelor or higher,45,920
9375,1,40,F,european/pakeha,vocational/trade,24,280
9376,1,35,M,other,school,23,420
9377,1,50,M,european/pakeha,school,60,900
9378,1,45,F,european/pakeha,bachelor or higher,20,590
9379,1,50,F,european/pakeha,school,3,350
9380,1,45,F,european/pakeha,vocational/trade,25,280
9381,1,50,F,european/pakeha,no qual,30,300
9382,1,40,F,european/pakeha,bachelor or higher,40,600
9383,1,35,M,european/pakeha,bachelor or higher,60,1150
9384,1,30,F,european/pakeha,vocational/trade,20,360
9385,1,50,F,european/pakeha,vocational/trade,42,550
9386,1,50,F,european/pakeha,school,40,810
9387,1,40,F,european/pakeha,post-school,24,780
9388,1,50,M,european/pakeha,vocational/trade,46,1890
9389,1,45,F,european/pakeha,vocational/trade,24,490
9390,1,45,M,european/pakeha,bachelor or higher,38,2470
9391,1,55,F,european/pakeha,vocational/trade,32,360
9392,1,60,M,european/pakeha,no qual,44,490
9393,1,25,F,maori combination,school,68,470
9394,1,25,F,european/pakeha,vocational/trade,14,120
9395,1,60,M,european/pakeha,vocational/trade,44,550
9396,1,25,M,other,school,12,130
9397,1,25,M,european/pakeha,school,39,360
9398,1,25,F,european/pakeha,no qual,39,230
9399,1,30,F,other,school,35,770
9400,1,50,F,european/pakeha,no qual,30,480
9401,1,35,M,european/pakeha,no qual,40,530
9402,1,30,F,pacific,post-school,47,330
9403,1,25,M,european/pakeha,vocational/trade,26,590
9404,1,35,M,pacific,no qual,60,1040
9405,1,35,M,european/pakeha,vocational/trade,42,700
9406,1,30,F,european/pakeha,no qual,20,300
9407,1,40,F,european/pakeha,bachelor or higher,43,2130
9408,1,45,M,european/pakeha,no qual,62,840
9409,1,25,M,european/pakeha,bachelor or higher,36,880
9410,1,50,M,european/pakeha,school,35,1390
9411,1,55,F,european/pakeha,school,40,430
9412,1,50,F,maori,school,20,340
9413,1,25,F,pacific,vocational/trade,34,500
9414,1,35,F,european/pakeha,vocational/trade,43,910
9415,1,50,F,pacific,school,40,460
9416,1,30,F,maori,vocational/trade,40,690
9417,1,30,F,european/pakeha,vocational/trade,8,50
9418,1,40,F,maori combination,vocational/trade,43,560
9419,1,45,F,european/pakeha,vocational/trade,40,450
9420,1,60,F,european/pakeha,vocational/trade,16,200
9421,1,50,M,european/pakeha,school,40,1000
9422,1,30,F,european/pakeha,school,30,530
9423,1,50,F,maori,school,15,110
9424,1,35,M,european/pakeha,vocational/trade,41,1240
9425,1,30,M,european/pakeha,vocational/trade,33,850
9426,1,35,F,european/pakeha,school,40,510
9427,1,30,M,european/pakeha,school,60,800
9428,1,25,M,european/pakeha,post-school,63,810
9429,1,25,F,european/pakeha,vocational/trade,39,610
9430,1,30,F,european/pakeha,vocational/trade,24,380
9431,1,45,M,other,vocational/trade,59,1930
9432,1,40,M,european/pakeha,no qual,40,750
9433,1,40,F,european/pakeha,school,40,750
9434,1,40,M,pacific,vocational/trade,29,1260
9435,1,25,F,european/pakeha,vocational/trade,40,660
9436,1,35,M,european/pakeha,vocational/trade,45,870
9437,1,25,M,european/pakeha,vocational/trade,26,890
9438,1,50,M,european/pakeha,no qual,28,480
9439,1,55,M,european/pakeha,no qual,62,880
9440,1,55,F,european/pakeha,no qual,14,140
9441,1,55,M,european/pakeha,post-school,45,1330
9442,1,25,F,european/pakeha,bachelor or higher,33,640
9443,1,35,F,other,vocational/trade,40,510
9444,1,35,M,european/pakeha,no qual,40,430
9445,1,35,M,european/pakeha,vocational/trade,26,250
9446,1,35,F,european/pakeha,school,4,30
9447,1,40,F,pacific,bachelor or higher,42,430
9448,1,35,F,european/pakeha,school,20,260
9449,1,40,M,european/pakeha,bachelor or higher,37,1210
9450,1,30,M,european/pakeha,vocational/trade,57,590
9451,1,30,M,european/pakeha,post-school,40,980
9452,1,40,F,european/pakeha,bachelor or higher,128,2440
9453,1,30,M,european/pakeha,bachelor or higher,45,2100
9454,1,45,F,european/pakeha,school,4,340
9455,1,60,F,european/pakeha,vocational/trade,46,980
9456,1,55,F,european/pakeha,school,65,940
9457,1,50,F,european/pakeha,no qual,40,380
9458,1,25,F,pacific,post-school,43,760
9459,1,25,F,maori,vocational/trade,36,490
9460,1,45,F,european/pakeha,vocational/trade,32,950
9461,1,30,M,european/pakeha,school,42,580
9462,1,30,F,pacific,school,32,350
9463,1,45,F,european/pakeha,post-school,12,500
9464,1,45,F,european/pakeha,bachelor or higher,24,940
9465,1,30,F,maori,no qual,40,1510
9466,1,25,F,european/pakeha,vocational/trade,16,330
9467,1,25,F,european/pakeha,school,46,660
9468,1,55,F,european/pakeha,no qual,35,400
9469,1,40,M,pacific,no qual,34,700
9470,1,45,F,maori combination,no qual,32,630
9471,1,25,F,european/pakeha,school,52,720
9472,1,25,M,european/pakeha,bachelor or higher,40,1520
9473,1,30,M,european/pakeha,school,40,680
9474,1,40,F,european/pakeha,bachelor or higher,45,920
9475,1,55,F,european/pakeha,no qual,35,550
9476,1,35,M,european/pakeha,vocational/trade,36,550
9477,1,45,M,european/pakeha,vocational/trade,46,670
9478,1,60,M,european/pakeha,vocational/trade,40,900
9479,1,40,M,european/pakeha,vocational/trade,41,1040
9480,1,35,M,european/pakeha,school,22,540
9481,1,35,F,european/pakeha,vocational/trade,14,120
9482,1,30,F,european/pakeha,bachelor or higher,40,960
9483,1,40,F,european/pakeha,vocational/trade,32,500
9484,1,40,F,european/pakeha,vocational/trade,8,230
9485,1,35,M,maori,no qual,65,1320
9486,1,35,F,european/pakeha,vocational/trade,30,490
9487,1,55,F,european/pakeha,vocational/trade,32,360
9488,1,25,M,european/pakeha,bachelor or higher,55,740
9489,1,40,M,pacific,bachelor or higher,37,820
9490,1,55,F,european/pakeha,vocational/trade,17,280
9491,1,45,M,maori combination,vocational/trade,38,700
9492,1,60,M,european/pakeha,no qual,45,570
9493,1,35,M,other,bachelor or higher,38,1910
9494,1,40,F,european/pakeha,school,46,630
9495,1,25,M,other,bachelor or higher,19,330
9496,1,40,M,european/pakeha,no qual,90,770
9497,1,30,F,european/pakeha,vocational/trade,40,640
9498,1,35,M,european/pakeha,vocational/trade,40,610
9499,1,30,F,other,bachelor or higher,45,710
9500,1,30,F,european/pakeha,post-school,41,620
9501,1,50,F,european/pakeha,bachelor or higher,17,310
9502,1,35,M,european/pakeha,no qual,39,450
9503,1,50,M,european/pakeha,school,38,380
9504,1,40,M,maori,vocational/trade,31,240
9505,1,50,F,maori,no qual,60,980
9506,1,55,F,european/pakeha,vocational/trade,35,540
9507,1,40,F,european/pakeha,no qual,9,280
9508,1,25,M,european/pakeha,post-school,63,810
9509,1,50,M,european/pakeha,bachelor or higher,36,1810
9510,1,55,F,maori combination,school,41,530
9511,1,25,M,pacific,school,40,480
9512,1,50,F,european/pakeha,vocational/trade,28,900
9513,1,50,F,european/pakeha,school,18,510
9514,1,25,M,european/pakeha,bachelor or higher,47,760
9515,1,35,M,european/pakeha,vocational/trade,45,750
9516,1,40,M,pacific,no qual,49,1170
9517,1,45,M,european/pakeha,bachelor or higher,55,1220
9518,1,35,F,european/pakeha,no qual,10,420
9519,1,60,M,european/pakeha,no qual,45,1360
9520,1,55,F,european/pakeha,vocational/trade,32,600
9521,1,45,M,maori,no qual,49,890
9522,1,25,F,european/pakeha,bachelor or higher,38,780
9523,1,55,M,european/pakeha,bachelor or higher,36,2590
9524,1,30,M,european/pakeha,vocational/trade,40,430
9525,1,25,M,european/pakeha,bachelor or higher,55,1110
9526,1,30,M,european/pakeha,vocational/trade,40,780
9527,1,55,M,maori,no qual,56,1010
9528,1,55,M,european/pakeha,vocational/trade,40,830
9529,1,40,F,european/pakeha,school,27,450
9530,1,45,M,european/pakeha,no qual,50,760
9531,1,45,F,european/pakeha,vocational/trade,11,200
9532,1,30,F,european/pakeha,bachelor or higher,37,1130
9533,1,45,F,european/pakeha,school,35,440
9534,1,40,F,european/pakeha,school,30,920
9535,1,35,M,european/pakeha,school,61,1790
9536,1,55,M,european/pakeha,bachelor or higher,135,1550
9537,1,30,M,european/pakeha,vocational/trade,43,960
9538,1,55,F,european/pakeha,post-school,60,550
9539,1,50,F,european/pakeha,school,40,520
9540,1,55,F,european/pakeha,school,16,170
9541,1,30,F,european/pakeha,school,18,110
9542,1,35,M,maori,school,42,740
9543,1,35,M,european/pakeha,school,13,180
9544,1,35,F,european/pakeha,school,40,650
9545,1,35,F,maori,post-school,55,680
9546,1,35,F,european/pakeha,school,38,790
9547,1,35,M,maori,vocational/trade,40,1250
9548,1,55,F,european/pakeha,vocational/trade,38,670
9549,1,25,M,other,vocational/trade,26,620
9550,1,45,F,maori combination,no qual,41,1670
9551,1,40,F,other,vocational/trade,56,510
9552,1,50,M,european/pakeha,vocational/trade,40,820
9553,1,50,F,european/pakeha,vocational/trade,19,480
9554,1,55,F,european/pakeha,vocational/trade,23,1100
9555,1,40,F,european/pakeha,school,30,400
9556,1,35,F,european/pakeha,bachelor or higher,56,1540
9557,1,40,F,maori,no qual,32,810
9558,1,45,M,maori,school,37,410
9559,1,30,M,european/pakeha,no qual,39,550
9560,1,35,M,european/pakeha,vocational/trade,50,1070
9561,1,45,F,european/pakeha,post-school,40,510
9562,1,60,M,european/pakeha,vocational/trade,40,860
9563,1,50,M,european/pakeha,school,29,650
9564,1,25,M,maori,no qual,51,710
9565,1,50,M,european/pakeha,vocational/trade,40,960
9566,1,35,F,european/pakeha,vocational/trade,32,450
9567,1,30,F,european/pakeha,vocational/trade,30,590
9568,1,30,F,european/pakeha,vocational/trade,36,630
9569,1,25,F,european/pakeha,school,14,140
9570,1,60,F,european/pakeha,school,115,640
9571,1,55,M,other,vocational/trade,35,1390
9572,1,55,F,maori,no qual,42,770
9573,1,40,F,european/pakeha,vocational/trade,40,390
9574,1,40,F,european/pakeha,post-school,40,740
9575,1,50,M,pacific,no qual,45,450
9576,1,40,M,european/pakeha,vocational/trade,45,660
9577,1,35,M,maori,vocational/trade,60,930
9578,1,40,M,european/pakeha,vocational/trade,40,620
9579,1,40,M,other,vocational/trade,42,840
9580,1,55,F,european/pakeha,vocational/trade,38,470
9581,1,40,M,european/pakeha,school,56,880
9582,1,30,F,european/pakeha,school,16,340
9583,1,40,M,pacific,no qual,60,850
9584,1,30,F,other,vocational/trade,18,240
9585,1,45,M,maori,vocational/trade,20,700
9586,1,35,M,european/pakeha,school,26,330
9587,1,45,M,european/pakeha,vocational/trade,48,850
9588,1,30,M,maori,vocational/trade,51,890
9589,1,35,F,european/pakeha,vocational/trade,15,270
9590,1,35,M,european/pakeha,vocational/trade,40,510
9591,1,25,F,maori,bachelor or higher,51,500
9592,1,35,F,european/pakeha,school,23,350
9593,1,35,F,european/pakeha,post-school,21,290
9594,1,25,M,maori,vocational/trade,15,330
9595,1,40,M,maori,no qual,50,950
9596,1,25,F,european/pakeha,vocational/trade,39,730
9597,1,35,M,other,vocational/trade,56,510
9598,1,30,F,european/pakeha,school,37,810
9599,1,45,M,european/pakeha,vocational/trade,40,1350
9600,1,35,F,european/pakeha,bachelor or higher,51,1220
9601,1,25,M,european/pakeha,vocational/trade,40,480
9602,1,30,F,european/pakeha,vocational/trade,14,160
9603,1,40,F,european/pakeha,no qual,11,520
9604,1,50,F,european/pakeha,vocational/trade,25,1250
9605,1,50,F,european/pakeha,vocational/trade,24,720
9606,1,45,M,european/pakeha,vocational/trade,40,790
9607,1,55,M,european/pakeha,school,38,660
9608,1,45,M,european/pakeha,no qual,96,670
9609,1,25,F,european/pakeha,post-school,16,140
9610,1,40,M,european/pakeha,school,61,1480
9611,1,60,F,european/pakeha,school,39,480
9612,1,35,M,european/pakeha,vocational/trade,40,840
9613,1,55,M,european/pakeha,post-school,41,1100
9614,1,30,F,other,vocational/trade,18,240
9615,1,25,F,european/pakeha,vocational/trade,39,760
9616,1,35,M,maori combination,vocational/trade,49,1100
9617,1,25,F,european/pakeha,bachelor or higher,38,540
9618,1,35,M,maori,no qual,35,670
9619,1,35,F,european/pakeha,vocational/trade,20,390
9620,1,30,F,european/pakeha,school,37,510
9621,1,35,M,european/pakeha,school,64,670
9622,1,35,F,european/pakeha,vocational/trade,48,460
9623,1,45,F,european/pakeha,no qual,40,590
9624,1,50,M,european/pakeha,no qual,16,260
9625,1,25,M,maori,no qual,70,930
9626,1,40,F,european/pakeha,school,30,700
9627,1,30,F,european/pakeha,vocational/trade,44,570
9628,1,45,F,european/pakeha,bachelor or higher,50,880
9629,1,30,M,european/pakeha,vocational/trade,60,710
9630,1,40,M,european/pakeha,post-school,35,1000
9631,1,55,M,european/pakeha,no qual,29,470
9632,1,35,F,non-maori combination,school,30,670
9633,1,35,M,european/pakeha,bachelor or higher,35,1050
9634,1,25,M,european/pakeha,school,66,990
9635,1,50,M,european/pakeha,vocational/trade,42,1140
9636,1,60,F,european/pakeha,no qual,22,230
9637,1,35,M,european/pakeha,vocational/trade,40,1060
9638,1,40,M,european/pakeha,vocational/trade,55,910
9639,1,55,M,european/pakeha,bachelor or higher,44,1670
9640,1,40,M,european/pakeha,school,46,490
9641,1,45,F,european/pakeha,no qual,61,700
9642,1,40,M,other,no qual,45,180
9643,1,50,F,european/pakeha,bachelor or higher,31,1290
9644,1,40,F,european/pakeha,vocational/trade,32,460
9645,1,30,M,pacific,school,38,1110
9646,1,35,M,maori,no qual,34,380
9647,1,25,M,european/pakeha,school,40,620
9648,1,35,M,maori,no qual,40,510
9649,1,40,M,european/pakeha,bachelor or higher,40,1550
9650,1,30,M,european/pakeha,school,33,1140
9651,1,55,F,european/pakeha,vocational/trade,19,240
9652,1,60,M,european/pakeha,school,40,460
9653,1,40,M,european/pakeha,vocational/trade,55,1350
9654,1,25,M,european/pakeha,school,40,590
9655,1,45,F,european/pakeha,vocational/trade,25,260
9656,1,55,M,european/pakeha,post-school,44,910
9657,1,40,M,european/pakeha,bachelor or higher,39,1770
9658,1,40,M,european/pakeha,bachelor or higher,43,1850
9659,1,45,M,european/pakeha,vocational/trade,40,840
9660,1,50,M,european/pakeha,vocational/trade,36,1100
9661,1,50,F,european/pakeha,no qual,40,390
9662,1,35,F,maori,vocational/trade,15,550
9663,1,50,M,european/pakeha,vocational/trade,45,900
9664,1,60,M,european/pakeha,school,19,790
9665,1,55,F,european/pakeha,school,25,220
9666,1,30,F,european/pakeha,vocational/trade,8,50
9667,1,50,M,european/pakeha,school,62,1250
9668,1,40,F,european/pakeha,vocational/trade,9,950
9669,1,35,M,european/pakeha,vocational/trade,43,1580
9670,1,25,F,european/pakeha,bachelor or higher,49,760
9671,1,50,M,european/pakeha,no qual,40,490
9672,1,45,M,maori,no qual,20,270
9673,1,35,M,european/pakeha,vocational/trade,79,540
9674,1,25,F,european/pakeha,school,24,480
9675,1,50,F,european/pakeha,vocational/trade,45,1060
9676,1,30,F,european/pakeha,vocational/trade,44,620
9677,1,50,F,european/pakeha,post-school,28,310
9678,1,35,F,european/pakeha,vocational/trade,23,450
9679,1,25,M,pacific,no qual,36,410
9680,1,50,M,other,vocational/trade,56,1210
9681,1,40,M,maori,vocational/trade,36,350
9682,1,40,M,maori,no qual,38,500
9683,1,35,M,pacific,school,35,440
9684,1,30,M,european/pakeha,bachelor or higher,38,1030
9685,1,45,F,european/pakeha,bachelor or higher,9,210
9686,1,40,M,european/pakeha,vocational/trade,43,450
9687,1,40,M,european/pakeha,school,40,740
9688,1,50,F,european/pakeha,no qual,44,580
9689,1,25,F,european/pakeha,vocational/trade,39,740
9690,1,35,M,other,school,55,240
9691,1,25,M,maori,school,32,740
9692,1,50,F,maori,vocational/trade,48,1580
9693,1,50,M,european/pakeha,vocational/trade,19,830
9694,1,45,F,other,no qual,29,220
9695,1,25,M,other,post-school,51,420
9696,1,55,M,european/pakeha,bachelor or higher,8,1060
9697,1,30,M,european/pakeha,vocational/trade,50,990
9698,1,45,M,european/pakeha,post-school,66,1070
9699,1,60,M,european/pakeha,vocational/trade,15,270
9700,1,30,M,european/pakeha,vocational/trade,21,880
9701,1,35,F,european/pakeha,post-school,55,960
9702,1,30,M,european/pakeha,bachelor or higher,66,3490
9703,1,50,F,european/pakeha,post-school,52,570
9704,1,40,M,other,bachelor or higher,34,740
9705,1,30,M,european/pakeha,bachelor or higher,38,1120
9706,1,55,F,european/pakeha,no qual,14,140
9707,1,35,F,european/pakeha,vocational/trade,20,220
9708,1,35,M,european/pakeha,bachelor or higher,50,3070
9709,1,40,M,other,bachelor or higher,42,570
9710,1,30,M,european/pakeha,vocational/trade,40,1390
9711,1,35,F,maori,no qual,13,370
9712,1,60,M,european/pakeha,bachelor or higher,46,690
9713,1,45,F,maori,school,53,660
9714,1,25,F,maori,no qual,48,710
9715,1,45,F,maori,vocational/trade,38,770
9716,1,50,M,european/pakeha,vocational/trade,45,470
9717,1,35,M,european/pakeha,vocational/trade,40,650
9718,1,40,M,european/pakeha,school,40,870
9719,1,45,M,maori,vocational/trade,40,1540
9720,1,35,F,european/pakeha,no qual,24,270
9721,1,30,M,european/pakeha,bachelor or higher,46,1050
9722,1,45,F,european/pakeha,no qual,40,570
9723,1,40,M,european/pakeha,vocational/trade,48,940
9724,1,60,F,european/pakeha,vocational/trade,36,960
9725,1,35,F,european/pakeha,bachelor or higher,33,910
9726,1,45,F,european/pakeha,vocational/trade,32,530
9727,1,30,M,other,bachelor or higher,25,250
9728,1,45,M,european/pakeha,bachelor or higher,38,1340
9729,1,35,F,european/pakeha,no qual,12,330
9730,1,30,M,pacific,school,30,520
9731,1,30,M,european/pakeha,vocational/trade,45,750
9732,1,30,M,european/pakeha,vocational/trade,40,860
9733,1,40,M,european/pakeha,bachelor or higher,55,1530
9734,1,40,M,european/pakeha,vocational/trade,40,690
9735,1,25,F,european/pakeha,bachelor or higher,42,960
9736,1,30,M,european/pakeha,vocational/trade,40,550
9737,1,55,F,european/pakeha,vocational/trade,32,600
9738,1,30,M,european/pakeha,vocational/trade,40,580
9739,1,35,F,other,vocational/trade,18,780
9740,1,45,M,non-maori combination,vocational/trade,96,1390
9741,1,35,M,maori,school,43,570
9742,1,60,M,european/pakeha,school,13,4620
9743,1,40,M,maori combination,vocational/trade,46,1080
9744,1,50,F,pacific,vocational/trade,47,770
9745,1,50,F,european/pakeha,no qual,30,550
9746,1,55,M,european/pakeha,vocational/trade,22,340
9747,1,50,F,european/pakeha,post-school,19,500
9748,1,30,F,maori combination,vocational/trade,41,650
9749,1,45,F,european/pakeha,school,27,370
9750,1,25,F,european/pakeha,no qual,6,390
9751,1,25,F,pacific,vocational/trade,40,700
9752,1,45,M,other,bachelor or higher,42,850
9753,1,40,F,european/pakeha,post-school,20,270
9754,1,45,F,european/pakeha,post-school,63,600
9755,1,30,F,european/pakeha,vocational/trade,40,920
9756,1,45,F,european/pakeha,no qual,2,220
9757,1,30,M,european/pakeha,post-school,41,720
9758,1,45,F,european/pakeha,school,38,610
9759,1,40,F,european/pakeha,school,30,420
9760,1,50,M,european/pakeha,vocational/trade,60,1320
9761,1,35,F,european/pakeha,no qual,40,540
9762,1,35,M,european/pakeha,school,50,1400
9763,1,35,M,european/pakeha,bachelor or higher,45,950
9764,1,50,F,european/pakeha,vocational/trade,4,390
9765,1,35,F,european/pakeha,school,40,630
9766,1,55,F,maori combination,vocational/trade,26,410
9767,1,55,M,pacific,school,25,440
9768,1,40,F,european/pakeha,bachelor or higher,33,520
9769,1,30,F,european/pakeha,vocational/trade,45,800
9770,1,30,M,maori combination,no qual,36,660
9771,1,45,F,european/pakeha,vocational/trade,50,1120
9772,1,35,M,european/pakeha,bachelor or higher,50,950
9773,1,55,F,european/pakeha,no qual,20,200
9774,1,30,M,european/pakeha,vocational/trade,40,760
9775,1,40,F,european/pakeha,vocational/trade,25,450
9776,1,50,M,other,no qual,52,520
9777,1,30,M,european/pakeha,no qual,47,650
9778,1,30,F,european/pakeha,bachelor or higher,30,310
9779,1,25,M,maori,vocational/trade,15,380
9780,1,35,F,european/pakeha,vocational/trade,10,690
9781,1,30,F,european/pakeha,vocational/trade,40,930
9782,1,55,F,other,no qual,33,480
9783,1,25,F,european/pakeha,bachelor or higher,37,700
9784,1,35,F,european/pakeha,no qual,9,550
9785,1,30,F,european/pakeha,bachelor or higher,50,1000
9786,1,50,F,european/pakeha,vocational/trade,20,210
9787,1,30,M,european/pakeha,vocational/trade,45,730
9788,1,25,M,european/pakeha,post-school,28,300
9789,1,55,F,european/pakeha,no qual,24,640
9790,1,60,F,european/pakeha,bachelor or higher,29,470
9791,1,50,M,other,school,38,800
9792,1,45,F,european/pakeha,vocational/trade,45,1140
9793,1,50,M,european/pakeha,no qual,58,1430
9794,1,50,F,european/pakeha,no qual,26,300
9795,1,45,M,european/pakeha,vocational/trade,43,780
9796,1,25,M,european/pakeha,vocational/trade,40,360
9797,1,40,M,european/pakeha,no qual,40,440
9798,1,50,M,european/pakeha,post-school,27,470
9799,1,45,F,maori,no qual,30,530
9800,1,55,F,european/pakeha,school,20,230
9801,1,55,F,european/pakeha,vocational/trade,40,420
9802,1,50,M,european/pakeha,school,32,1110
9803,1,40,M,european/pakeha,school,50,790
9804,1,40,F,european/pakeha,post-school,8,260
9805,1,35,F,european/pakeha,vocational/trade,82,1700
9806,1,35,F,european/pakeha,vocational/trade,40,440
9807,1,55,F,european/pakeha,school,16,210
9808,1,55,M,european/pakeha,vocational/trade,40,690
9809,1,35,F,european/pakeha,bachelor or higher,16,940
9810,1,50,F,european/pakeha,post-school,38,620
9811,1,40,F,maori,post-school,42,570
9812,1,35,M,pacific,school,40,370
9813,1,40,F,european/pakeha,no qual,21,370
9814,1,50,F,european/pakeha,no qual,32,500
9815,1,45,F,european/pakeha,vocational/trade,13,210
9816,1,60,F,european/pakeha,vocational/trade,18,930
9817,1,25,F,european/pakeha,vocational/trade,60,500
9818,1,30,F,european/pakeha,vocational/trade,20,470
9819,1,40,F,european/pakeha,bachelor or higher,49,990
9820,1,30,F,european/pakeha,bachelor or higher,17,490
9821,1,50,F,pacific,vocational/trade,38,520
9822,1,30,F,european/pakeha,school,19,490
9823,1,45,M,european/pakeha,school,34,430
9824,1,50,F,european/pakeha,school,40,420
9825,1,40,M,pacific,vocational/trade,37,750
9826,1,55,M,european/pakeha,post-school,40,1120
9827,1,35,M,european/pakeha,post-school,63,1520
9828,1,25,M,european/pakeha,vocational/trade,43,730
9829,1,45,F,european/pakeha,bachelor or higher,33,1180
9830,1,45,M,european/pakeha,no qual,60,690
9831,1,35,M,european/pakeha,post-school,40,1070
9832,1,50,M,other,vocational/trade,80,690
9833,1,40,M,european/pakeha,post-school,45,1470
9834,1,30,F,european/pakeha,vocational/trade,17,650
9835,1,45,M,european/pakeha,vocational/trade,40,1230
9836,1,40,F,european/pakeha,no qual,26,230
9837,1,25,M,other,bachelor or higher,56,880
9838,1,40,M,maori,no qual,40,710
9839,1,45,F,european/pakeha,post-school,38,1090
9840,1,25,F,european/pakeha,bachelor or higher,44,680
9841,1,25,M,european/pakeha,bachelor or higher,40,530
9842,1,55,M,european/pakeha,vocational/trade,40,750
9843,1,55,F,european/pakeha,no qual,10,350
